Tweets,ISI,sentiment,tokenization,remove_stopword,normalisasi_tweet,tweet
semoga enhypen members selalu diberi kesehatan amp kekuatan baik fisik maupun mental terus maju meraih banyak prestasi semoga karirnya makin sukses makin dikenal baik banyak orang pokoknya terbaik untuk  kalian all rules done bismillah wish luck pype8mpicx,semoga enhypen members selalu diberi kesehatan amp kekuatan baik fisik maupun mental terus maju meraih banyak prestasi semoga karirnya makin sukses makin dikenal baik banyak orang pokoknya terbaik untuk kalian all rules done bismillah wish luck pype mpicx,semoga enhypen members selalu diberi kesehatan amp kekuatan baik fisik maupun mental terus maju meraih banyak prestasi semoga karirnya makin sukses makin dikenal baik banyak orang pokoknya terbaik untuk kalian all rules done bismillah wish luck pype mpicx,"['semoga', 'enhypen', 'members', 'selalu', 'diberi', 'kesehatan', 'amp', 'kekuatan', 'baik', 'fisik', 'maupun', 'mental', 'terus', 'maju', 'meraih', 'banyak', 'prestasi', 'semoga', 'karirnya', 'makin', 'sukses', 'makin', 'dikenal', 'baik', 'banyak', 'orang', 'pokoknya', 'terbaik', 'untuk', 'kalian', 'all', 'rules', 'done', 'bismillah', 'wish', 'luck', 'pype', 'mpicx']","['semoga', 'enhypen', 'members', 'kesehatan', 'amp', 'kekuatan', 'fisik', 'mental', 'maju', 'meraih', 'prestasi', 'semoga', 'karirnya', 'sukses', 'dikenal', 'orang', 'pokoknya', 'terbaik', 'all', 'rules', 'done', 'bismillah', 'wish', 'luck', 'pype', 'mpicx']","['semoga', 'enhypen', 'members', 'kesehatan', 'amp', 'kekuatan', 'fisik', 'mental', 'maju', 'meraih', 'prestasi', 'semoga', 'karirnya', 'sukses', 'dikenal', 'orang', 'pokoknya', 'terbaik', 'all', 'rules', 'done', 'bismillah', 'wish', 'luck', 'pype', 'mpicx']",semoga enhypen members kesehatan amp kekuatan fisik mental maju meraih prestasi semoga karirnya sukses dikenal orang pokoknya terbaik all rules done bismillah wish luck pype mpicx
mediteraniaq kpipusat andai saja  dulu masnya resign sampai bertahan lingkup kantor toxic walaupun alesannya tanggungan keluarga tetap  kesehatan mental utama semoga masnya diberi kekuatan bisa perlahan sembuh traumanya,mediteraniaq kpipusat andai saja dulu masnya resign sampai bertahan lingkup kantor toxic walaupun alesannya tanggungan keluarga tetap kesehatan mental utama semoga masnya diberi kekuatan bisa perlahan sembuh traumanya,mediteraniaq kpipusat andai saja dulu masnya resign sampai bertahan lingkup kantor toxic walaupun alesannya tanggungan keluarga tetap kesehatan mental utama semoga masnya diberi kekuatan bisa perlahan sembuh traumanya,"['mediteraniaq', 'kpipusat', 'andai', 'saja', 'dulu', 'masnya', 'resign', 'sampai', 'bertahan', 'lingkup', 'kantor', 'toxic', 'walaupun', 'alesannya', 'tanggungan', 'keluarga', 'tetap', 'kesehatan', 'mental', 'utama', 'semoga', 'masnya', 'diberi', 'kekuatan', 'bisa', 'perlahan', 'sembuh', 'traumanya']","['mediteraniaq', 'kpipusat', 'andai', 'masnya', 'resign', 'bertahan', 'lingkup', 'kantor', 'toxic', 'alesannya', 'tanggungan', 'keluarga', 'kesehatan', 'mental', 'utama', 'semoga', 'masnya', 'kekuatan', 'perlahan', 'sembuh', 'traumanya']","['mediteraniaq', 'kpipusat', 'andai', 'masnya', 'resign', 'bertahan', 'lingkup', 'kantor', 'toxic', 'alesannya', 'tanggungan', 'keluarga', 'kesehatan', 'mental', 'utama', 'semoga', 'masnya', 'kekuatan', 'perlahan', 'sembuh', 'traumanya']",mediteraniaq kpipusat andai masnya resign bertahan lingkup kantor toxic alesannya tanggungan keluarga kesehatan mental utama semoga masnya kekuatan perlahan sembuh traumanya
redvelfess seulgi kritik film amp art joy rekomendasi lagu lama wendy encouraging threads mental kesehatan irene cara mengaktifkan sixth sense yeri kegiatan produktif selama pandemi red velvet queen back redvelvet rvsmtown,redvelfess seulgi kritik film amp art joy rekomendasi lagu lama wendy encouraging threads mental kesehatan irene cara mengaktifkan sixth sense yeri kegiatan produktif selama pandemi red velvet queen back redvelvet rvsmtown,redvelfess seulgi kritik film amp art joy rekomendasi lagu lama wendy encouraging threads mental kesehatan irene cara mengaktifkan sixth sense yeri kegiatan produktif selama pandemi red velvet queen back redvelvet rvsmtown,"['redvelfess', 'seulgi', 'kritik', 'film', 'amp', 'art', 'joy', 'rekomendasi', 'lagu', 'lama', 'wendy', 'encouraging', 'threads', 'mental', 'kesehatan', 'irene', 'cara', 'mengaktifkan', 'sixth', 'sense', 'yeri', 'kegiatan', 'produktif', 'selama', 'pandemi', 'red', 'velvet', 'queen', 'back', 'redvelvet', 'rvsmtown']","['redvelfess', 'seulgi', 'kritik', 'film', 'amp', 'art', 'joy', 'rekomendasi', 'lagu', 'wendy', 'encouraging', 'threads', 'mental', 'kesehatan', 'irene', 'mengaktifkan', 'sixth', 'sense', 'yeri', 'kegiatan', 'produktif', 'pandemi', 'red', 'velvet', 'queen', 'back', 'redvelvet', 'rvsmtown']","['redvelfess', 'seulgi', 'kritik', 'film', 'amp', 'art', 'joy', 'rekomendasi', 'lagu', 'wendy', 'encouraging', 'threads', 'mental', 'kesehatan', 'irene', 'mengaktifkan', 'sixth', 'sense', 'yeri', 'kegiatan', 'produktif', 'pandemi', 'red', 'velvet', 'queen', 'back', 'redvelvet', 'rvsmtown']",redvelfess seulgi kritik film amp art joy rekomendasi lagu wendy encouraging threads mental kesehatan irene mengaktifkan sixth sense yeri kegiatan produktif pandemi red velvet queen back redvelvet rvsmtown
schfess relete sama issue kondisi ini sender aktual mirip  pandemi covid mental kesehatan penggunaan sosial media pentingnya karantina kekerasan hewan,schfess relete sama issue kondisi ini sender aktual mirip pandemi covid mental kesehatan penggunaan sosial media pentingnya karantina kekerasan hewan,schfess relete sama issue kondisi ini sender aktual mirip pandemi covid mental kesehatan penggunaan sosial media pentingnya karantina kekerasan hewan,"['schfess', 'relete', 'sama', 'issue', 'kondisi', 'ini', 'sender', 'aktual', 'mirip', 'pandemi', 'covid', 'mental', 'kesehatan', 'penggunaan', 'sosial', 'media', 'pentingnya', 'karantina', 'kekerasan', 'hewan']","['schfess', 'relete', 'issue', 'kondisi', 'sender', 'aktual', 'pandemi', 'covid', 'mental', 'kesehatan', 'penggunaan', 'sosial', 'media', 'karantina', 'kekerasan', 'hewan']","['schfess', 'relete', 'issue', 'kondisi', 'sender', 'aktual', 'pandemi', 'covid', 'mental', 'kesehatan', 'penggunaan', 'sosial', 'media', 'karantina', 'kekerasan', 'hewan']",schfess relete issue kondisi sender aktual pandemi covid mental kesehatan penggunaan sosial media karantina kekerasan hewan
sfsso ingatlah wahai teman industri entertainment indonesia terlalu mengkhawatirkan ucapan netizen mau netizen berkata abcd tidak  bakal didengarkan  mental orang indo terlalu bebal sangat kuat,sfsso ingatlah wahai teman industri entertainment indonesia terlalu mengkhawatirkan ucapan netizen mau netizen berkata abcd tidak bakal didengarkan mental orang indo terlalu bebal sangat kuat,sfsso ingatlah wahai teman industri entertainment indonesia terlalu mengkhawatirkan ucapan netizen mau netizen berkata abcd tidak bakal didengarkan mental orang indo terlalu bebal sangat kuat,"['sfsso', 'ingatlah', 'wahai', 'teman', 'industri', 'entertainment', 'indonesia', 'terlalu', 'mengkhawatirkan', 'ucapan', 'netizen', 'mau', 'netizen', 'berkata', 'abcd', 'tidak', 'bakal', 'didengarkan', 'mental', 'orang', 'indo', 'terlalu', 'bebal', 'sangat', 'kuat']","['sfsso', 'ingatlah', 'teman', 'industri', 'entertainment', 'indonesia', 'mengkhawatirkan', 'ucapan', 'netizen', 'netizen', 'abcd', 'didengarkan', 'mental', 'orang', 'indo', 'bebal', 'kuat']","['sfsso', 'ingatlah', 'teman', 'industri', 'entertainment', 'indonesia', 'mengkhawatirkan', 'ucapan', 'netizen', 'netizen', 'abcd', 'didengarkan', 'mental', 'orang', 'indo', 'bebal', 'kuat']",sfsso ingatlah teman industri entertainment indonesia mengkhawatirkan ucapan netizen netizen abcd didengarkan mental orang indo bebal kuat
shuabaragi collegemenfess dianya agak  down untung lulus revisinya banyak sekali  gara-gara pandemi selama sidang online dosen pengujinya lunak kasihan  sama untungnya dibantai sih cumay diikasih tahu  salah kenapa kok gini kan tetap  saja  kena mental,shuabaragi collegemenfess dianya agak down untung lulus revisinya banyak sekali gara gara pandemi selama sidang online dosen pengujinya lunak kasihan sama untungnya dibantai sih cumay diikasih tahu salah kenapa kok gini kan tetap saja kena mental,shuabaragi collegemenfess dianya agak down untung lulus revisinya banyak sekali gara gara pandemi selama sidang online dosen pengujinya lunak kasihan sama untungnya dibantai sih cumay diikasih tahu salah kenapa kok gini kan tetap saja kena mental,"['shuabaragi', 'collegemenfess', 'dianya', 'agak', 'down', 'untung', 'lulus', 'revisinya', 'banyak', 'sekali', 'gara', 'gara', 'pandemi', 'selama', 'sidang', 'online', 'dosen', 'pengujinya', 'lunak', 'kasihan', 'sama', 'untungnya', 'dibantai', 'sih', 'cumay', 'diikasih', 'tahu', 'salah', 'kenapa', 'kok', 'gini', 'kan', 'tetap', 'saja', 'kena', 'mental']","['shuabaragi', 'collegemenfess', 'dianya', 'down', 'untung', 'lulus', 'revisinya', 'gara', 'gara', 'pandemi', 'sidang', 'online', 'dosen', 'pengujinya', 'lunak', 'kasihan', 'untungnya', 'dibantai', 'sih', 'cumay', 'diikasih', 'salah', 'gini', 'kena', 'mental']","['shuabaragi', 'collegemenfess', 'dianya', 'down', 'untung', 'lulus', 'revisinya', 'gara', 'gara', 'pandemi', 'sidang', 'online', 'dosen', 'pengujinya', 'lunak', 'kasihan', 'untungnya', 'dibantai', 'sih', 'cumay', 'diikasih', 'salah', 'gini', 'kena', 'mental']",shuabaragi collegemenfess dianya down untung lulus revisinya gara gara pandemi sidang online dosen pengujinya lunak kasihan untungnya dibantai sih cumay diikasih salah gini kena mental
steffinner bertanyarl benerrr bgttt ya allah ampe sediiihhhh sangat  kalau  orang menganggap orang punya kesehatan mental kurang iman kurang ibadah jauh tuhan kok bisa2nya dikaitkan sama masalah ibadah faktor agama sih jujuurr sediiihh sangat  asli,steffinner bertanyarl benerrr bgttt allah ampe sediiihhhh sangat kalau orang menganggap orang punya kesehatan mental kurang iman kurang ibadah jauh tuhan kok bisa nya dikaitkan sama masalah ibadah faktor agama sih jujuurr sediiihh sangat asli,steffinner bertanyarl benerrr bgttt allah ampe sediiihhhh sangat kalau orang menganggap orang punya kesehatan mental kurang iman kurang ibadah jauh tuhan kok bisa nya dikaitkan sama masalah ibadah faktor agama sih jujuurr sediiihh sangat asli,"['steffinner', 'bertanyarl', 'benerrr', 'bgttt', 'allah', 'ampe', 'sediiihhhh', 'sangat', 'kalau', 'orang', 'menganggap', 'orang', 'punya', 'kesehatan', 'mental', 'kurang', 'iman', 'kurang', 'ibadah', 'jauh', 'tuhan', 'kok', 'bisa', 'nya', 'dikaitkan', 'sama', 'masalah', 'ibadah', 'faktor', 'agama', 'sih', 'jujuurr', 'sediiihh', 'sangat', 'asli']","['steffinner', 'bertanyarl', 'benerrr', 'bgttt', 'allah', 'ampe', 'sediiihhhh', 'orang', 'menganggap', 'orang', 'kesehatan', 'mental', 'iman', 'ibadah', 'tuhan', 'nya', 'dikaitkan', 'ibadah', 'faktor', 'agama', 'sih', 'jujuurr', 'sediiihh', 'asli']","['steffinner', 'bertanyarl', 'benerrr', 'bgttt', 'allah', 'ampe', 'sediiihhhh', 'orang', 'menganggap', 'orang', 'kesehatan', 'mental', 'iman', 'ibadah', 'tuhan', 'nya', 'dikaitkan', 'ibadah', 'faktor', 'agama', 'sih', 'jujuurr', 'sediiihh', 'asli']",steffinner bertanyarl benerrr bgttt allah ampe sediiihhhh orang menganggap orang kesehatan mental iman ibadah tuhan nya dikaitkan ibadah faktor agama sih jujuurr sediiihh asli
susipudjiastuti sedih sekali pendemi covid orang dagang banyak sekali kesulitan hidup kita nelangsa melihatnya kalau  tidak  kuat mental jelas depresi berat menghadapi hidup ini,susipudjiastuti sedih sekali pendemi covid orang dagang banyak sekali kesulitan hidup kita nelangsa melihatnya kalau tidak kuat mental jelas depresi berat menghadapi hidup ini,susipudjiastuti sedih sekali pendemi covid orang dagang banyak sekali kesulitan hidup kita nelangsa melihatnya kalau tidak kuat mental jelas depresi berat menghadapi hidup ini,"['susipudjiastuti', 'sedih', 'sekali', 'pendemi', 'covid', 'orang', 'dagang', 'banyak', 'sekali', 'kesulitan', 'hidup', 'kita', 'nelangsa', 'melihatnya', 'kalau', 'tidak', 'kuat', 'mental', 'jelas', 'depresi', 'berat', 'menghadapi', 'hidup', 'ini']","['susipudjiastuti', 'sedih', 'pendemi', 'covid', 'orang', 'dagang', 'kesulitan', 'hidup', 'nelangsa', 'kuat', 'mental', 'depresi', 'berat', 'menghadapi', 'hidup']","['susipudjiastuti', 'sedih', 'pendemi', 'covid', 'orang', 'dagang', 'kesulitan', 'hidup', 'nelangsa', 'kuat', 'mental', 'depresi', 'berat', 'menghadapi', 'hidup']",susipudjiastuti sedih pendemi covid orang dagang kesulitan hidup nelangsa kuat mental depresi berat menghadapi hidup
tempodotco didienazhar proyek prioritas dibutuhkan rakyat masa pandemi sebaiknya memang ditunda butuh keberanian berpihak rakyat butuh mental penjilat membantu cukong kroninya pengorbanan kearifan pemimpin dibutuhkan krisis bukan malah cuci tangan,tempodotco didienazhar proyek prioritas dibutuhkan rakyat masa pandemi sebaiknya memang ditunda butuh keberanian berpihak rakyat butuh mental penjilat membantu cukong kroninya pengorbanan kearifan pemimpin dibutuhkan krisis bukan malah cuci tangan,tempodotco didienazhar proyek prioritas dibutuhkan rakyat masa pandemi sebaiknya memang ditunda butuh keberanian berpihak rakyat butuh mental penjilat membantu cukong kroninya pengorbanan kearifan pemimpin dibutuhkan krisis bukan malah cuci tangan,"['tempodotco', 'didienazhar', 'proyek', 'prioritas', 'dibutuhkan', 'rakyat', 'masa', 'pandemi', 'sebaiknya', 'memang', 'ditunda', 'butuh', 'keberanian', 'berpihak', 'rakyat', 'butuh', 'mental', 'penjilat', 'membantu', 'cukong', 'kroninya', 'pengorbanan', 'kearifan', 'pemimpin', 'dibutuhkan', 'krisis', 'bukan', 'malah', 'cuci', 'tangan']","['tempodotco', 'didienazhar', 'proyek', 'prioritas', 'dibutuhkan', 'rakyat', 'pandemi', 'ditunda', 'butuh', 'keberanian', 'berpihak', 'rakyat', 'butuh', 'mental', 'penjilat', 'membantu', 'cukong', 'kroninya', 'pengorbanan', 'kearifan', 'pemimpin', 'dibutuhkan', 'krisis', 'cuci', 'tangan']","['tempodotco', 'didienazhar', 'proyek', 'prioritas', 'dibutuhkan', 'rakyat', 'pandemi', 'ditunda', 'butuh', 'keberanian', 'berpihak', 'rakyat', 'butuh', 'mental', 'penjilat', 'membantu', 'cukong', 'kroninya', 'pengorbanan', 'kearifan', 'pemimpin', 'dibutuhkan', 'krisis', 'cuci', 'tangan']",tempodotco didienazhar proyek prioritas dibutuhkan rakyat pandemi ditunda butuh keberanian berpihak rakyat butuh mental penjilat membantu cukong kroninya pengorbanan kearifan pemimpin dibutuhkan krisis cuci tangan
tirta cipeng saya dapat  bisikam masa depan  dok everton menang saran saja  biar begadang takut mengganggu kesehatan fisik mental,tirta cipeng saya dapat bisikam masa depan dok everton menang saran saja biar begadang takut mengganggu kesehatan fisik mental,tirta cipeng saya dapat bisikam masa depan dok everton menang saran saja biar begadang takut mengganggu kesehatan fisik mental,"['tirta', 'cipeng', 'saya', 'dapat', 'bisikam', 'masa', 'depan', 'dok', 'everton', 'menang', 'saran', 'saja', 'biar', 'begadang', 'takut', 'mengganggu', 'kesehatan', 'fisik', 'mental']","['tirta', 'cipeng', 'bisikam', 'dok', 'everton', 'menang', 'saran', 'biar', 'begadang', 'takut', 'mengganggu', 'kesehatan', 'fisik', 'mental']","['tirta', 'cipeng', 'bisikam', 'dok', 'everton', 'menang', 'saran', 'biar', 'begadang', 'takut', 'mengganggu', 'kesehatan', 'fisik', 'mental']",tirta cipeng bisikam dok everton menang saran biar begadang takut mengganggu kesehatan fisik mental
tubirfess sorry hear that kamu hebat sangat  sudah  bertahan titik inii cuman saranin untuk  kuatin diri jaga kesehatan fisik mental jangan nyerah untuk  cari kerjaan dengan  gaji lebih  tinggi semoga keadaan segera membaik hutangnya cepat selesai amin ,tubirfess sorry hear that kamu hebat sangat sudah bertahan titik inii cuman saranin untuk kuatin diri jaga kesehatan fisik mental jangan nyerah untuk cari kerjaan dengan gaji lebih tinggi semoga keadaan segera membaik hutangnya cepat selesai amin ,tubirfess sorry hear that kamu hebat sangat sudah bertahan titik inii cuman saranin untuk kuatin diri jaga kesehatan fisik mental jangan nyerah untuk cari kerjaan dengan gaji lebih tinggi semoga keadaan segera membaik hutangnya cepat selesai amin ,"['tubirfess', 'sorry', 'hear', 'that', 'kamu', 'hebat', 'sangat', 'sudah', 'bertahan', 'titik', 'inii', 'cuman', 'saranin', 'untuk', 'kuatin', 'diri', 'jaga', 'kesehatan', 'fisik', 'mental', 'jangan', 'nyerah', 'untuk', 'cari', 'kerjaan', 'dengan', 'gaji', 'lebih', 'tinggi', 'semoga', 'keadaan', 'segera', 'membaik', 'hutangnya', 'cepat', 'selesai', 'amin', '']","['tubirfess', 'sorry', 'hear', 'that', 'hebat', 'bertahan', 'titik', 'inii', 'cuman', 'saranin', 'kuatin', 'jaga', 'kesehatan', 'fisik', 'mental', 'nyerah', 'cari', 'kerjaan', 'gaji', 'semoga', 'membaik', 'hutangnya', 'cepat', 'selesai', 'amin', '']","['tubirfess', 'sorry', 'hear', 'that', 'hebat', 'bertahan', 'titik', 'inii', 'hanya', 'saranin', 'kuatin', 'jaga', 'kesehatan', 'fisik', 'mental', 'nyerah', 'cari', 'kerjaan', 'gaji', 'semoga', 'membaik', 'hutangnya', 'cepat', 'selesai', 'amin', '']",tubirfess sorry hear that hebat bertahan titik inii hanya saranin kuatin jaga kesehatan fisik mental nyerah cari kerjaan gaji semoga membaik hutangnya cepat selesai amin
coming soon webinar hari kesehatan nasional banyaknya orang mengalami permasalahan kesehatan mental akibat pandemi covid dipahami mengingat pandemi covid merupakan sumber stres baru masyarakat dunia ini sosialisasi masyarakat mengenai 3mqewsqml8,coming soon webinar hari kesehatan nasional banyaknya orang mengalami permasalahan kesehatan mental akibat pandemi covid dipahami mengingat pandemi covid merupakan sumber stres baru masyarakat dunia ini sosialisasi masyarakat mengenai mqewsqml ,coming soon webinar hari kesehatan nasional banyaknya orang mengalami permasalahan kesehatan mental akibat pandemi covid dipahami mengingat pandemi covid merupakan sumber stres baru masyarakat dunia ini sosialisasi masyarakat mengenai mqewsqml ,"['coming', 'soon', 'webinar', 'hari', 'kesehatan', 'nasional', 'banyaknya', 'orang', 'mengalami', 'permasalahan', 'kesehatan', 'mental', 'akibat', 'pandemi', 'covid', 'dipahami', 'mengingat', 'pandemi', 'covid', 'merupakan', 'sumber', 'stres', 'baru', 'masyarakat', 'dunia', 'ini', 'sosialisasi', 'masyarakat', 'mengenai', 'mqewsqml', '']","['coming', 'soon', 'webinar', 'kesehatan', 'nasional', 'banyaknya', 'orang', 'mengalami', 'permasalahan', 'kesehatan', 'mental', 'akibat', 'pandemi', 'covid', 'dipahami', 'pandemi', 'covid', 'sumber', 'stres', 'masyarakat', 'dunia', 'sosialisasi', 'masyarakat', 'mqewsqml', '']","['coming', 'soon', 'webinar', 'kesehatan', 'nasional', 'banyaknya', 'orang', 'mengalami', 'permasalahan', 'kesehatan', 'mental', 'akibat', 'pandemi', 'covid', 'dipahami', 'pandemi', 'covid', 'sumber', 'stres', 'masyarakat', 'dunia', 'sosialisasi', 'masyarakat', 'mqewsqml', '']",coming soon webinar kesehatan nasional banyaknya orang mengalami permasalahan kesehatan mental akibat pandemi covid dipahami pandemi covid sumber stres masyarakat dunia sosialisasi masyarakat mqewsqml
ahli masalah keuangan akibat pandemi covid pengaruhi kesehatan mental cxmsesdc61,ahli masalah keuangan akibat pandemi covid pengaruhi kesehatan mental cxmsesdc ,ahli masalah keuangan akibat pandemi covid pengaruhi kesehatan mental cxmsesdc ,"['ahli', 'masalah', 'keuangan', 'akibat', 'pandemi', 'covid', 'pengaruhi', 'kesehatan', 'mental', 'cxmsesdc', '']","['ahli', 'keuangan', 'akibat', 'pandemi', 'covid', 'pengaruhi', 'kesehatan', 'mental', 'cxmsesdc', '']","['ahli', 'keuangan', 'akibat', 'pandemi', 'covid', 'pengaruhi', 'kesehatan', 'mental', 'cxmsesdc', '']",ahli keuangan akibat pandemi covid pengaruhi kesehatan mental cxmsesdc
saya indonesia terbuka sama masalah kesehatan mental,saya indonesia terbuka sama masalah kesehatan mental,saya indonesia terbuka sama masalah kesehatan mental,"['saya', 'indonesia', 'terbuka', 'sama', 'masalah', 'kesehatan', 'mental']","['indonesia', 'terbuka', 'kesehatan', 'mental']","['indonesia', 'terbuka', 'kesehatan', 'mental']",indonesia terbuka kesehatan mental
banyak rencana rencana berjalan mulus selama pandemi tidak heran bikin stres tidak apa apa okay not okay semua waktunya kita baik baik yuk tonton video ruangjeda dfsouxqqxp mentalhealth mhuooqg0f0,banyak rencana rencana berjalan mulus selama pandemi tidak heran bikin stres tidak apa apa okay not okay semua waktunya kita baik baik yuk tonton video ruangjeda dfsouxqqxp mentalhealth mhuooqg ,banyak rencana rencana berjalan mulus selama pandemi tidak heran bikin stres tidak apa apa okay not okay semua waktunya kita baik baik yuk tonton video ruangjeda dfsouxqqxp mentalhealth mhuooqg ,"['banyak', 'rencana', 'rencana', 'berjalan', 'mulus', 'selama', 'pandemi', 'tidak', 'heran', 'bikin', 'stres', 'tidak', 'apa', 'apa', 'okay', 'not', 'okay', 'semua', 'waktunya', 'kita', 'baik', 'baik', 'yuk', 'tonton', 'video', 'ruangjeda', 'dfsouxqqxp', 'mentalhealth', 'mhuooqg', '']","['rencana', 'rencana', 'berjalan', 'mulus', 'pandemi', 'heran', 'bikin', 'stres', 'okay', 'not', 'okay', 'yuk', 'tonton', 'video', 'ruangjeda', 'dfsouxqqxp', 'mentalhealth', 'mhuooqg', '']","['rencana', 'rencana', 'berjalan', 'mulus', 'pandemi', 'heran', 'bikin', 'stres', 'okay', 'not', 'okay', 'yuk', 'tonton', 'video', 'ruangjeda', 'dfsouxqqxp', 'mentalhealth', 'mhuooqg', '']",rencana rencana berjalan mulus pandemi heran bikin stres okay not okay yuk tonton video ruangjeda dfsouxqqxp mentalhealth mhuooqg
untuk  mutual saya semua jan lupa jaga kesehatan fisik sama mental loou makan bergizi sehat kalau  tambah suplemen vitamin kalau  capai  istirahat kalau  mumet coba gambar jurnaling ngetweet semoga semua moots saya sehat semua bulan penuh kebaikan bye,untuk mutual saya semua jan lupa jaga kesehatan fisik sama mental loou makan bergizi sehat kalau tambah suplemen vitamin kalau capai istirahat kalau mumet coba gambar jurnaling ngetweet semoga semua moots saya sehat semua bulan penuh kebaikan bye,untuk mutual saya semua jan lupa jaga kesehatan fisik sama mental loou makan bergizi sehat kalau tambah suplemen vitamin kalau capai istirahat kalau mumet coba gambar jurnaling ngetweet semoga semua moots saya sehat semua bulan penuh kebaikan bye,"['untuk', 'mutual', 'saya', 'semua', 'jan', 'lupa', 'jaga', 'kesehatan', 'fisik', 'sama', 'mental', 'loou', 'makan', 'bergizi', 'sehat', 'kalau', 'tambah', 'suplemen', 'vitamin', 'kalau', 'capai', 'istirahat', 'kalau', 'mumet', 'coba', 'gambar', 'jurnaling', 'ngetweet', 'semoga', 'semua', 'moots', 'saya', 'sehat', 'semua', 'bulan', 'penuh', 'kebaikan', 'bye']","['mutual', 'jan', 'lupa', 'jaga', 'kesehatan', 'fisik', 'mental', 'loou', 'makan', 'bergizi', 'sehat', 'suplemen', 'vitamin', 'capai', 'istirahat', 'mumet', 'coba', 'gambar', 'jurnaling', 'ngetweet', 'semoga', 'moots', 'sehat', 'penuh', 'kebaikan', 'bye']","['mutual', 'jan', 'lupa', 'jaga', 'kesehatan', 'fisik', 'mental', 'loou', 'makan', 'bergizi', 'sehat', 'suplemen', 'vitamin', 'capai', 'istirahat', 'mumet', 'coba', 'gambar', 'jurnaling', 'ngetweet', 'semoga', 'moots', 'sehat', 'penuh', 'kebaikan', 'bye']",mutual jan lupa jaga kesehatan fisik mental loou makan bergizi sehat suplemen vitamin capai istirahat mumet coba gambar jurnaling ngetweet semoga moots sehat penuh kebaikan bye
hanya ingin lebih baik day mental kesehatan ekonomi pandemi kalau segera berakhir,hanya ingin lebih baik day mental kesehatan ekonomi pandemi kalau segera berakhir,hanya ingin lebih baik day mental kesehatan ekonomi pandemi kalau segera berakhir,"['hanya', 'ingin', 'lebih', 'baik', 'day', 'mental', 'kesehatan', 'ekonomi', 'pandemi', 'kalau', 'segera', 'berakhir']","['day', 'mental', 'kesehatan', 'ekonomi', 'pandemi']","['day', 'mental', 'kesehatan', 'ekonomi', 'pandemi']",day mental kesehatan ekonomi pandemi
nama tuhan yesus apapun hasil drawnya semoga pemain pemain indonesia melalui lancar diberikan kekuatan baik secar fisik maupun mental mendapatkan hasil terbaik kejuaraan dunia ada cedera podium tertinggi tentu adalah target pemain,nama tuhan yesus apapun hasil drawnya semoga pemain pemain indonesia melalui lancar diberikan kekuatan baik secar fisik maupun mental mendapatkan hasil terbaik kejuaraan dunia ada cedera podium tertinggi tentu adalah target pemain,nama tuhan yesus apapun hasil drawnya semoga pemain pemain indonesia melalui lancar diberikan kekuatan baik secar fisik maupun mental mendapatkan hasil terbaik kejuaraan dunia ada cedera podium tertinggi tentu adalah target pemain,"['nama', 'tuhan', 'yesus', 'apapun', 'hasil', 'drawnya', 'semoga', 'pemain', 'pemain', 'indonesia', 'melalui', 'lancar', 'diberikan', 'kekuatan', 'baik', 'secar', 'fisik', 'maupun', 'mental', 'mendapatkan', 'hasil', 'terbaik', 'kejuaraan', 'dunia', 'ada', 'cedera', 'podium', 'tertinggi', 'tentu', 'adalah', 'target', 'pemain']","['nama', 'tuhan', 'yesus', 'apapun', 'hasil', 'drawnya', 'semoga', 'pemain', 'pemain', 'indonesia', 'lancar', 'kekuatan', 'secar', 'fisik', 'mental', 'hasil', 'terbaik', 'kejuaraan', 'dunia', 'ada', 'cedera', 'podium', 'tertinggi', 'target', 'pemain']","['nama', 'tuhan', 'yesus', 'apapun', 'hasil', 'drawnya', 'semoga', 'pemain', 'pemain', 'indonesia', 'lancar', 'kekuatan', 'secar', 'fisik', 'mental', 'hasil', 'terbaik', 'kejuaraan', 'dunia', 'ada', 'cedera', 'podium', 'tertinggi', 'target', 'pemain']",nama tuhan yesus apapun hasil drawnya semoga pemain pemain indonesia lancar kekuatan secar fisik mental hasil terbaik kejuaraan dunia ada cedera podium tertinggi target pemain
adanya kegiatan live instagram diharapkan meningkatkan self awareness masyarakat pentingnya menjaga kesehatan mental khususnya masa pandemi saat 1agymautq8,adanya kegiatan live instagram diharapkan meningkatkan self awareness masyarakat pentingnya menjaga kesehatan mental khususnya masa pandemi saat agymautq ,adanya kegiatan live instagram diharapkan meningkatkan self awareness masyarakat pentingnya menjaga kesehatan mental khususnya masa pandemi saat agymautq ,"['adanya', 'kegiatan', 'live', 'instagram', 'diharapkan', 'meningkatkan', 'self', 'awareness', 'masyarakat', 'pentingnya', 'menjaga', 'kesehatan', 'mental', 'khususnya', 'masa', 'pandemi', 'saat', 'agymautq', '']","['kegiatan', 'live', 'instagram', 'diharapkan', 'meningkatkan', 'self', 'awareness', 'masyarakat', 'menjaga', 'kesehatan', 'mental', 'pandemi', 'agymautq', '']","['kegiatan', 'live', 'instagram', 'diharapkan', 'meningkatkan', 'self', 'awareness', 'masyarakat', 'menjaga', 'kesehatan', 'mental', 'pandemi', 'agymautq', '']",kegiatan live instagram diharapkan meningkatkan self awareness masyarakat menjaga kesehatan mental pandemi agymautq
